Coefficient_of_variation	Method	group
27.25227363	11min 3Th	11min
17.04985152	11min 3Th	11min
14.4660421	11min 3Th	11min
19.09500237	11min 3Th	11min
5.010667563	11min 3Th	11min
5.990647356	11min 3Th	11min
2.041654658	11min 3Th	11min
3.788778896	11min 3Th	11min
16.74138206	11min 3Th	11min
1.692725731	11min 3Th	11min
2.246682956	11min 3Th	11min
4.276097826	11min 3Th	11min
4.338544762	11min 3Th	11min
21.7881886	11min 3Th	11min
3.287599991	11min 3Th	11min
14.77146209	11min 3Th	11min
2.406234766	11min 3Th	11min
13.7350747	11min 3Th	11min
3.249185308	11min 3Th	11min
2.250918148	11min 3Th	11min
14.74182429	11min 3Th	11min
1.900923665	11min 3Th	11min
3.906512361	11min 3Th	11min
2.158184765	11min 3Th	11min
2.201516855	11min 3Th	11min
2.522912245	11min 3Th	11min
7.997692587	11min 3Th	11min
1.87050573	11min 3Th	11min
1.360532488	11min 3Th	11min
16.48796462	11min 3Th	11min
9.570723484	11min 3Th	11min
2.369184184	11min 3Th	11min
2.552201269	11min 3Th	11min
4.066782132	11min 3Th	11min
11.42224398	11min 3Th	11min
13.54862277	11min 3Th	11min
1.832027157	11min 3Th	11min
15.8739168	11min 3Th	11min
16.80500456	11min 3Th	11min
2.64175413	11min 3Th	11min
3.754935677	11min 3Th	11min
6.345314983	11min 3Th	11min
7.617015498	11min 3Th	11min
8.476758841	11min 3Th	11min
13.41509437	11min 3Th	11min
14.13645995	11min 3Th	11min
16.57070439	11min 3Th	11min
10.36644191	11min 3Th	11min
6.260863062	11min 3Th	11min
26.88451139	11min 3Th	11min
16.63489987	11min 3Th	11min
11.44499246	11min 3Th	11min
7.84208385	11min 3Th	11min
24.57948986	11min 3Th	11min
20.90062108	11min 3Th	11min
13.36709931	11min 3Th	11min
7.690417591	11min 3Th	11min
9.112688447	11min 3Th	11min
11.54826395	11min 3Th	11min
5.350804751	11min 3Th	11min
24.33461322	11min 3Th	11min
14.78711858	11min 3Th	11min
6.020264759	11min 3Th	11min
2.457253363	11min 3Th	11min
20.42541763	11min 3Th	11min
1.976278394	11min 3Th	11min
56.01867471	11min 3Th	11min
5.889425712	11min 3Th	11min
4.328064821	11min 3Th	11min
13.54211399	11min 3Th	11min
15.26989138	11min 3Th	11min
7.158230606	11min 3Th	11min
4.664030255	11min 3Th	11min
3.545739435	11min 3Th	11min
7.982113449	11min 3Th	11min
5.801364644	11min 3Th	11min
6.025944952	11min 3Th	11min
5.65613175	11min 3Th	11min
3.737662915	11min 3Th	11min
2.18838776	11min 3Th	11min
9.828199027	11min 3Th	11min
3.004386777	11min 3Th	11min
3.962179081	11min 3Th	11min
9.588226192	11min 3Th	11min
5.725188593	11min 3Th	11min
6.515340983	11min 3Th	11min
31.24920679	11min 3Th	11min
8.768346106	11min 3Th	11min
18.29750465	11min 3Th	11min
5.666097128	11min 3Th	11min
1.943486884	11min 3Th	11min
1.456149447	11min 3Th	11min
3.389342256	11min 3Th	11min
4.456417868	11min 3Th	11min
3.519871656	11min 3Th	11min
6.123152279	11min 3Th	11min
2.124110325	11min 3Th	11min
5.196989918	11min 3Th	11min
0.800069586	11min 3Th	11min
6.834010572	11min 3Th	11min
5.147424698	11min 3Th	11min
5.218550056	11min 3Th	11min
1.697707213	11min 3Th	11min
5.381323829	11min 3Th	11min
2.35619923	11min 3Th	11min
2.702304589	11min 3Th	11min
2.426356306	11min 3Th	11min
2.155215194	11min 3Th	11min
3.541916269	11min 3Th	11min
4.011639496	11min 3Th	11min
4.945037995	11min 3Th	11min
5.559047639	11min 3Th	11min
3.711006652	11min 3Th	11min
4.415340318	11min 3Th	11min
4.276855127	11min 3Th	11min
2.046075059	11min 3Th	11min
4.970275589	11min 3Th	11min
3.548044788	11min 3Th	11min
5.829394312	11min 3Th	11min
1.749682089	11min 3Th	11min
20.68368633	11min 3Th	11min
3.736090625	11min 3Th	11min
31.87628867	11min 3Th	11min
8.687404831	11min 3Th	11min
23.98152619	11min 3Th	11min
1.356893524	11min 3Th	11min
3.216718237	11min 3Th	11min
3.662918822	11min 3Th	11min
23.27605954	11min 3Th	11min
7.103078234	11min 3Th	11min
9.409405127	11min 3Th	11min
44.78707327	11min 3Th	11min
20.94386667	11min 3Th	11min
1.446148034	11min 3Th	11min
4.442916105	11min 3Th	11min
3.087632167	11min 3Th	11min
7.603402721	11min 3Th	11min
2.762975827	11min 3Th	11min
8.794682473	11min 3Th	11min
6.441963769	11min 3Th	11min
3.006361464	11min 3Th	11min
3.981221481	11min 3Th	11min
13.44888861	11min 3Th	11min
4.38062641	11min 3Th	11min
22.61363947	11min 3Th	11min
69.00914535	11min 3Th	11min
12.47685392	11min 3Th	11min
4.14407343	11min 3Th	11min
1.868324511	11min 3Th	11min
3.760840774	11min 3Th	11min
8.627953362	11min 3Th	11min
0.919815766	11min 3Th	11min
2.526396982	11min 3Th	11min
5.225850937	11min 3Th	11min
6.529159183	11min 3Th	11min
3.592434308	11min 3Th	11min
4.944000904	11min 3Th	11min
2.082667783	11min 3Th	11min
11.27702741	11min 3Th	11min
17.92806325	11min 3Th	11min
4.503220872	11min 3Th	11min
6.983372971	11min 3Th	11min
3.836679042	11min 3Th	11min
15.87786269	11min 3Th	11min
3.433670022	11min 3Th	11min
2.156928756	11min 3Th	11min
3.565993045	11min 3Th	11min
2.532930104	11min 3Th	11min
12.26635766	11min 3Th	11min
2.28505459	11min 3Th	11min
11.93309295	11min 3Th	11min
15.73316719	11min 3Th	11min
6.898945257	11min 3Th	11min
2.137172624	11min 3Th	11min
53.48009237	11min 3Th	11min
13.66285485	11min 3Th	11min
9.726933245	11min 3Th	11min
4.142904898	11min 3Th	11min
5.437195635	11min 3Th	11min
4.856694648	11min 3Th	11min
2.678314589	11min 3Th	11min
14.94809043	11min 3Th	11min
12.44234551	11min 3Th	11min
33.76554004	11min 3Th	11min
9.186441642	11min 3Th	11min
30.55262022	11min 3Th	11min
27.20453407	11min 3Th	11min
10.68499449	11min 3Th	11min
4.89630719	11min 3Th	11min
21.42069253	11min 3Th	11min
3.393275179	11min 3Th	11min
21.75942133	11min 3Th	11min
37.96650821	11min 3Th	11min
23.49912449	11min 3Th	11min
10.37824487	11min 3Th	11min
6.751631051	11min 3Th	11min
3.807188775	11min 3Th	11min
36.94975553	11min 3Th	11min
2.634000011	11min 3Th	11min
5.608931858	11min 3Th	11min
12.43050575	11min 3Th	11min
3.706054062	11min 3Th	11min
11.10631849	11min 3Th	11min
2.137146942	11min 3Th	11min
7.138409081	11min 3Th	11min
9.237791388	11min 3Th	11min
12.64925492	11min 3Th	11min
49.08583246	11min 3Th	11min
29.02945385	11min 3Th	11min
10.60636841	11min 3Th	11min
14.40859563	11min 3Th	11min
15.58269028	11min 3Th	11min
4.915224058	11min 3Th	11min
1.703253223	11min 3Th	11min
4.854167036	11min 3Th	11min
73.33137689	11min 3Th	11min
20.23262742	11min 3Th	11min
9.187576629	11min 3Th	11min
10.45645456	11min 3Th	11min
4.113824042	11min 3Th	11min
6.185921779	11min 3Th	11min
23.17947235	11min 3Th	11min
7.954942284	11min 3Th	11min
6.661968504	11min 3Th	11min
4.217054547	11min 3Th	11min
10.60641452	11min 3Th	11min
7.253891121	11min 3Th	11min
52.27203849	11min 3Th	11min
6.825188403	11min 3Th	11min
20.60118031	11min 3Th	11min
46.90705013	11min 3Th	11min
4.839854908	11min 3Th	11min
11.46416078	11min 3Th	11min
17.07420525	11min 3Th	11min
1.921172293	11min 3Th	11min
4.51226635	11min 3Th	11min
6.786047568	11min 3Th	11min
13.79901349	11min 3Th	11min
6.627863338	11min 3Th	11min
32.35574804	11min 3Th	11min
18.68993804	11min 3Th	11min
5.403763806	11min 3Th	11min
6.693045007	11min 3Th	11min
4.283969155	11min 3Th	11min
9.196700382	11min 3Th	11min
16.45900165	11min 3Th	11min
8.984031136	11min 3Th	11min
11.53248703	11min 3Th	11min
15.31708387	11min 3Th	11min
4.518243539	11min 3Th	11min
28.10013837	11min 3Th	11min
2.036856375	11min 3Th	11min
7.341927281	11min 3Th	11min
6.238940263	11min 3Th	11min
12.51414783	11min 3Th	11min
17.834229	11min 3Th	11min
24.16280499	11min 3Th	11min
23.82773591	11min 3Th	11min
14.58541885	11min 3Th	11min
7.037091281	11min 3Th	11min
10.86922913	11min 3Th	11min
13.18486835	11min 3Th	11min
22.11440391	11min 3Th	11min
11.0065955	11min 3Th	11min
30.02873837	11min 3Th	11min
5.606509728	11min 3Th	11min
12.6048069	11min 3Th	11min
40.99553452	11min 3Th	11min
2.623239709	11min 3Th	11min
22.09951955	11min 3Th	11min
11.83586413	11min 3Th	11min
8.30825569	11min 3Th	11min
3.12875521	11min 3Th	11min
23.08968835	11min 3Th	11min
10.33416361	11min 3Th	11min
4.9079078	11min 3Th	11min
1.665630152	11min 3Th	11min
6.103340868	11min 3Th	11min
19.16360738	11min 3Th	11min
3.875950106	11min 3Th	11min
16.75614487	11min 3Th	11min
3.700003332	11min 3Th	11min
47.7518522	11min 3Th	11min
44.53401286	11min 3Th	11min
3.406361788	11min 3Th	11min
6.603723864	11min 3Th	11min
1.671352348	11min 3Th	11min
51.8071871	11min 3Th	11min
23.37972135	11min 3Th	11min
3.487550418	11min 3Th	11min
3.316897775	11min 3Th	11min
10.42768492	11min 3Th	11min
15.13293574	11min 3Th	11min
3.840464428	11min 3Th	11min
6.514906537	11min 3Th	11min
21.04971471	11min 3Th	11min
12.78732518	11min 3Th	11min
13.44253117	11min 3Th	11min
8.385397191	11min 3Th	11min
10.29460422	11min 3Th	11min
2.927504559	11min 3Th	11min
13.0930487	11min 3Th	11min
14.5040711	11min 3Th	11min
54.95131367	11min 3Th	11min
6.859860531	11min 3Th	11min
3.452634715	11min 3Th	11min
10.29946312	11min 3Th	11min
16.6820001	11min 3Th	11min
30.45229011	11min 3Th	11min
19.63781138	11min 3Th	11min
10.31579543	11min 3Th	11min
2.164279804	11min 3Th	11min
39.82580563	11min 3Th	11min
87.96702302	11min 3Th	11min
22.30267115	11min 3Th	11min
30.9466757	11min 3Th	11min
19.22473058	11min 3Th	11min
58.22504254	11min 3Th	11min
18.48254904	11min 3Th	11min
3.034180065	11min 3Th	11min
4.249979529	11min 3Th	11min
12.71904636	11min 3Th	11min
11.43454369	11min 3Th	11min
8.644630673	11min 3Th	11min
13.11258757	11min 3Th	11min
6.170060031	11min 3Th	11min
2.581913048	11min 3Th	11min
11.43764171	11min 3Th	11min
3.792684946	11min 3Th	11min
7.091005221	11min 3Th	11min
9.084403334	11min 3Th	11min
2.029583349	11min 3Th	11min
16.90767211	11min 3Th	11min
7.040775133	11min 3Th	11min
6.155373556	11min 3Th	11min
11.21341057	11min 3Th	11min
11.8363676	11min 3Th	11min
17.59818144	11min 3Th	11min
14.41938184	11min 3Th	11min
21.26322283	11min 3Th	11min
40.52339079	11min 3Th	11min
50.91270041	11min 3Th	11min
9.971794984	11min 3Th	11min
2.845165557	11min 3Th	11min
2.776468147	11min 3Th	11min
6.073913936	11min 3Th	11min
11.32818087	11min 3Th	11min
2.839431346	11min 3Th	11min
18.75081614	11min 3Th	11min
30.95218042	11min 3Th	11min
2.712750072	11min 3Th	11min
10.1577677	11min 3Th	11min
14.0826492	11min 3Th	11min
8.640672662	11min 3Th	11min
9.887825306	11min 3Th	11min
3.369525977	11min 3Th	11min
6.047763615	11min 3Th	11min
22.13041917	11min 3Th	11min
8.003339962	11min 3Th	11min
18.79604194	11min 3Th	11min
9.459181689	11min 3Th	11min
7.441248986	11min 3Th	11min
8.035334702	11min 3Th	11min
4.480297804	11min 3Th	11min
30.78456269	11min 3Th	11min
66.04226861	11min 3Th	11min
4.567338363	11min 3Th	11min
15.17002483	11min 3Th	11min
26.61882223	11min 3Th	11min
19.59870709	11min 3Th	11min
11.26056036	11min 3Th	11min
42.64995904	11min 3Th	11min
21.55565937	11min 3Th	11min
52.1209373	11min 3Th	11min
5.507739187	11min 3Th	11min
2.194449215	11min 3Th	11min
14.44522832	11min 3Th	11min
8.973958299	11min 3Th	11min
2.828802163	11min 3Th	11min
13.31270607	11min 3Th	11min
33.73693453	11min 3Th	11min
11.21752027	11min 3Th	11min
8.079795021	11min 3Th	11min
10.53316374	11min 3Th	11min
11.55018726	11min 3Th	11min
24.98339227	11min 3Th	11min
17.71078139	11min 3Th	11min
7.06532646	11min 3Th	11min
28.41348844	11min 3Th	11min
3.426978384	11min 3Th	11min
2.916331189	11min 3Th	11min
8.540335289	11min 3Th	11min
11.02473496	11min 3Th	11min
12.0051461	11min 3Th	11min
80.10482909	11min 3Th	11min
16.13257136	11min 3Th	11min
7.916225094	11min 3Th	11min
2.737049396	11min 3Th	11min
21.82851826	11min 3Th	11min
13.94164982	11min 3Th	11min
7.478929608	11min 3Th	11min
7.386569554	11min 3Th	11min
18.37731739	11min 3Th	11min
9.431216875	11min 3Th	11min
10.68282918	11min 3Th	11min
11.52290919	11min 3Th	11min
32.96198478	11min 3Th	11min
11.24969301	11min 3Th	11min
8.876177966	11min 3Th	11min
24.38749419	11min 3Th	11min
9.944689168	11min 3Th	11min
14.96160288	11min 3Th	11min
13.66523676	11min 3Th	11min
2.305055435	11min 3Th	11min
14.30554269	11min 3Th	11min
3.118357439	11min 3Th	11min
45.50124317	11min 3Th	11min
12.56389824	11min 3Th	11min
2.749122963	11min 3Th	11min
38.85709424	11min 3Th	11min
2.165149341	11min 3Th	11min
6.396263028	11min 3Th	11min
3.240375365	11min 3Th	11min
14.17260616	11min 3Th	11min
21.23431415	11min 3Th	11min
24.22221506	11min 3Th	11min
6.67653428	11min 3Th	11min
11.83697818	11min 3Th	11min
16.61036932	11min 3Th	11min
26.04229349	11min 3Th	11min
52.03248039	11min 3Th	11min
14.05723861	11min 3Th	11min
30.48398847	11min 3Th	11min
8.914959287	11min 3Th	11min
20.18527774	11min 3Th	11min
26.87069266	11min 3Th	11min
7.669928445	11min 3Th	11min
11.009291	11min 3Th	11min
7.658831761	11min 3Th	11min
7.536376152	11min 3Th	11min
5.576004983	11min 3Th	11min
6.09886827	11min 3Th	11min
9.933546425	11min 3Th	11min
13.83641795	11min 3Th	11min
25.3733944	11min 3Th	11min
13.95405326	11min 3Th	11min
12.79522001	11min 3Th	11min
10.29531623	11min 3Th	11min
46.5633493	11min 3Th	11min
7.233057928	11min 3Th	11min
23.61358215	11min 3Th	11min
20.85442277	11min 3Th	11min
17.75828105	11min 3Th	11min
4.960433635	11min 3Th	11min
15.64695139	11min 3Th	11min
19.75310615	11min 3Th	11min
42.43004541	11min 3Th	11min
7.944526232	11min 3Th	11min
14.30104767	11min 3Th	11min
6.46532983	11min 3Th	11min
26.30530299	11min 3Th	11min
14.23150596	11min 3Th	11min
18.04094385	11min 3Th	11min
4.365812469	11min 3Th	11min
0	11min 3Th	11min
29.28311832	11min 3Th	11min
29.5762319	11min 3Th	11min
3.956216144	11min 3Th	11min
3.694545317	11min 3Th	11min
35.94883116	11min 3Th	11min
3.898811843	11min 3Th	11min
21.51640237	11min 3Th	11min
13.31269689	11min 3Th	11min
7.024645978	11min 3Th	11min
15.44300717	11min 3Th	11min
19.48690032	11min 3Th	11min
21.26745521	11min 3Th	11min
14.28640223	11min 3Th	11min
29.42641393	11min 3Th	11min
6.069757792	11min 3Th	11min
54.52209472	11min 3Th	11min
3.574128936	11min 3Th	11min
14.52615461	11min 3Th	11min
11.48260086	11min 3Th	11min
22.0071812	11min 3Th	11min
0	11min 3Th	11min
21.73402061	11min 3Th	11min
12.38696065	11min 3Th	11min
4.345658842	11min 3Th	11min
2.116570826	11min 3Th	11min
50.62056025	11min 3Th	11min
8.820356176	11min 3Th	11min
10.9600032	11min 3Th	11min
19.93772177	11min 3Th	11min
8.121762973	11min 3Th	11min
3.662963252	11min 3Th	11min
17.27592341	11min 3Th	11min
6.392534526	11min 3Th	11min
0	11min 3Th	11min
27.3102266	11min 3Th	11min
9.318324012	11min 3Th	11min
12.0353394	11min 3Th	11min
17.88535931	11min 3Th	11min
18.01653049	11min 3Th	11min
4.813713233	11min 3Th	11min
3.741647037	11min 3Th	11min
12.20809379	11min 3Th	11min
3.351019345	11min 3Th	11min
26.47944667	11min 3Th	11min
25.19373081	11min 3Th	11min
3.953268587	11min 3Th	11min
10.81714054	11min 3Th	11min
11.25779866	11min 3Th	11min
16.21315015	11min 3Th	11min
4.329623475	11min 3Th	11min
11.21080154	11min 3Th	11min
31.70795843	11min 3Th	11min
17.01949141	11min 3Th	11min
9.209743977	11min 3Th	11min
6.176708645	11min 3Th	11min
5.260342227	11min 3Th	11min
9.376093898	11min 3Th	11min
6.505804687	11min 4Th	11min
6.213144655	11min 4Th	11min
11.31373657	11min 4Th	11min
7.100655113	11min 4Th	11min
25.68840995	11min 4Th	11min
27.69968149	11min 4Th	11min
14.58595054	11min 4Th	11min
67.24314585	11min 4Th	11min
33.39682798	11min 4Th	11min
19.0135896	11min 4Th	11min
12.30536531	11min 4Th	11min
4.520850111	11min 4Th	11min
12.14833305	11min 4Th	11min
16.47441504	11min 4Th	11min
22.69232172	11min 4Th	11min
5.269866364	11min 4Th	11min
9.464556009	11min 4Th	11min
37.9073723	11min 4Th	11min
5.567439819	11min 4Th	11min
6.01578372	11min 4Th	11min
11.2898809	11min 4Th	11min
5.033364759	11min 4Th	11min
7.394600589	11min 4Th	11min
8.565148673	11min 4Th	11min
8.897995076	11min 4Th	11min
4.460836624	11min 4Th	11min
44.4695049	11min 4Th	11min
9.921740229	11min 4Th	11min
4.904226217	11min 4Th	11min
26.99138101	11min 4Th	11min
12.88109644	11min 4Th	11min
9.781288504	11min 4Th	11min
13.90392217	11min 4Th	11min
12.73205029	11min 4Th	11min
7.461544712	11min 4Th	11min
11.55972286	11min 4Th	11min
9.181170244	11min 4Th	11min
7.505839643	11min 4Th	11min
7.46138084	11min 4Th	11min
8.935288225	11min 4Th	11min
11.35100761	11min 4Th	11min
5.574787467	11min 4Th	11min
11.27788112	11min 4Th	11min
6.608097713	11min 4Th	11min
19.28331054	11min 4Th	11min
15.30767092	11min 4Th	11min
10.53430842	11min 4Th	11min
31.6498724	11min 4Th	11min
2.11010447	11min 4Th	11min
19.4836809	11min 4Th	11min
17.05044671	11min 4Th	11min
6.440838082	11min 4Th	11min
5.47179131	11min 4Th	11min
22.81358053	11min 4Th	11min
21.86664039	11min 4Th	11min
14.14432625	11min 4Th	11min
6.422924418	11min 4Th	11min
33.30106144	11min 4Th	11min
8.138301441	11min 4Th	11min
21.51345293	11min 4Th	11min
81.7270114	11min 4Th	11min
6.393307767	11min 4Th	11min
11.17931483	11min 4Th	11min
13.81179886	11min 4Th	11min
33.34262947	11min 4Th	11min
7.808390429	11min 4Th	11min
5.251677136	11min 4Th	11min
5.327747436	11min 4Th	11min
7.438520443	11min 4Th	11min
9.819421386	11min 4Th	11min
12.17966258	11min 4Th	11min
12.66772756	11min 4Th	11min
7.692614077	11min 4Th	11min
12.0085937	11min 4Th	11min
9.839829167	11min 4Th	11min
7.530435462	11min 4Th	11min
28.52925612	11min 4Th	11min
6.694886728	11min 4Th	11min
6.760971525	11min 4Th	11min
10.08294919	11min 4Th	11min
30.99333786	11min 4Th	11min
9.774118591	11min 4Th	11min
7.14303834	11min 4Th	11min
4.528659736	11min 4Th	11min
6.93331391	11min 4Th	11min
26.31632807	11min 4Th	11min
5.008266842	11min 4Th	11min
16.90030294	11min 4Th	11min
17.29836892	11min 4Th	11min
6.267658187	11min 4Th	11min
18.64652298	11min 4Th	11min
13.96168888	11min 4Th	11min
46.95018703	11min 4Th	11min
3.048963948	11min 4Th	11min
15.92357335	11min 4Th	11min
16.56198117	11min 4Th	11min
7.338758393	11min 4Th	11min
16.13438866	11min 4Th	11min
20.00636414	11min 4Th	11min
4.28263405	11min 4Th	11min
4.360363455	11min 4Th	11min
3.429461159	11min 4Th	11min
28.56186835	11min 4Th	11min
14.74038721	11min 4Th	11min
7.3890827	11min 4Th	11min
19.67433772	11min 4Th	11min
16.52220415	11min 4Th	11min
6.355185871	11min 4Th	11min
12.95583402	11min 4Th	11min
2.832880903	11min 4Th	11min
3.275969471	11min 4Th	11min
28.38134739	11min 4Th	11min
1.46786397	11min 4Th	11min
1.646242211	11min 4Th	11min
17.38127135	11min 4Th	11min
1.05803017	11min 4Th	11min
3.796201723	11min 4Th	11min
8.840312538	11min 4Th	11min
2.810059068	11min 4Th	11min
5.891477951	11min 4Th	11min
10.5126864	11min 4Th	11min
3.786697652	11min 4Th	11min
12.92444423	11min 4Th	11min
5.704648972	11min 4Th	11min
1.999046871	11min 4Th	11min
6.048451355	11min 4Th	11min
2.112005381	11min 4Th	11min
2.660568777	11min 4Th	11min
2.979734224	11min 4Th	11min
2.954118401	11min 4Th	11min
2.429965982	11min 4Th	11min
9.432892485	11min 4Th	11min
2.266908009	11min 4Th	11min
2.859663193	11min 4Th	11min
15.78872563	11min 4Th	11min
6.807686613	11min 4Th	11min
2.418119666	11min 4Th	11min
4.77816597	11min 4Th	11min
3.774716776	11min 4Th	11min
7.077036899	11min 4Th	11min
12.18027682	11min 4Th	11min
4.135639216	11min 4Th	11min
19.39663598	11min 4Th	11min
8.66020686	11min 4Th	11min
5.974913639	11min 4Th	11min
7.136236579	11min 4Th	11min
5.591919833	11min 4Th	11min
5.598842384	11min 4Th	11min
13.99990461	11min 4Th	11min
9.732092153	11min 4Th	11min
12.53044796	11min 4Th	11min
16.64668927	11min 4Th	11min
11.91157299	11min 4Th	11min
5.72235333	11min 4Th	11min
21.28564122	11min 4Th	11min
9.222034219	11min 4Th	11min
24.24666714	11min 4Th	11min
19.65165595	11min 4Th	11min
11.208746	11min 4Th	11min
6.410262028	11min 4Th	11min
5.395817248	11min 4Th	11min
4.139222291	11min 4Th	11min
3.071579984	11min 4Th	11min
12.56992403	11min 4Th	11min
17.39223975	11min 4Th	11min
5.475951944	11min 4Th	11min
1.617060754	11min 4Th	11min
21.10516735	11min 4Th	11min
3.184070462	11min 4Th	11min
52.95049269	11min 4Th	11min
4.669001007	11min 4Th	11min
11.21486228	11min 4Th	11min
28.97323491	11min 4Th	11min
9.569807338	11min 4Th	11min
10.14679275	11min 4Th	11min
5.694384303	11min 4Th	11min
5.780839743	11min 4Th	11min
9.522898926	11min 4Th	11min
10.24887594	11min 4Th	11min
8.118113926	11min 4Th	11min
4.384700825	11min 4Th	11min
2.889522697	11min 4Th	11min
3.529500219	11min 4Th	11min
5.649874737	11min 4Th	11min
3.317155223	11min 4Th	11min
3.542930718	11min 4Th	11min
7.898390588	11min 4Th	11min
4.722461689	11min 4Th	11min
15.48113079	11min 4Th	11min
9.341779846	11min 4Th	11min
2.040615404	11min 4Th	11min
1.393206793	11min 4Th	11min
3.395033244	11min 4Th	11min
6.664999111	11min 4Th	11min
4.942734142	11min 4Th	11min
18.03802192	11min 4Th	11min
3.484829094	11min 4Th	11min
5.081707481	11min 4Th	11min
1.737670362	11min 4Th	11min
2.958406981	11min 4Th	11min
3.100067868	11min 4Th	11min
7.732733625	11min 4Th	11min
5.070641409	11min 4Th	11min
3.032948175	11min 4Th	11min
2.293153035	11min 4Th	11min
4.795843573	11min 4Th	11min
2.651013578	11min 4Th	11min
1.41701081	11min 4Th	11min
3.251893518	11min 4Th	11min
5.434755909	11min 4Th	11min
4.284964557	11min 4Th	11min
21.45527389	11min 4Th	11min
3.850173601	11min 4Th	11min
5.743218219	11min 4Th	11min
3.784999372	11min 4Th	11min
3.512223662	11min 4Th	11min
4.729255137	11min 4Th	11min
4.536650343	11min 4Th	11min
3.563513004	11min 4Th	11min
2.244064779	11min 4Th	11min
10.39118524	11min 4Th	11min
2.54949894	11min 4Th	11min
4.727706809	11min 4Th	11min
30.27114592	11min 4Th	11min
1.597393719	11min 4Th	11min
1.535658797	11min 4Th	11min
8.587913599	11min 4Th	11min
23.663923	11min 4Th	11min
7.185680662	11min 4Th	11min
22.51473935	11min 4Th	11min
55.98225733	11min 4Th	11min
50.0662802	11min 4Th	11min
1.870728098	11min 4Th	11min
5.326579473	11min 4Th	11min
3.185907971	11min 4Th	11min
6.655931791	11min 4Th	11min
3.557962305	11min 4Th	11min
5.540368263	11min 4Th	11min
8.071743726	11min 4Th	11min
2.039597605	11min 4Th	11min
3.823099536	11min 4Th	11min
13.25872891	11min 4Th	11min
6.369299699	11min 4Th	11min
23.11252547	11min 4Th	11min
6.788151637	11min 4Th	11min
4.433823974	11min 4Th	11min
2.146814425	11min 4Th	11min
4.41892493	11min 4Th	11min
3.631479589	11min 4Th	11min
1.1623951	11min 4Th	11min
3.902356219	11min 4Th	11min
6.714581362	11min 4Th	11min
14.80046113	11min 4Th	11min
4.278255753	11min 4Th	11min
4.260295604	11min 4Th	11min
3.651557574	11min 4Th	11min
57.71486211	11min 4Th	11min
4.558416997	11min 4Th	11min
17.3705126	11min 4Th	11min
4.924714837	11min 4Th	11min
24.00859625	11min 4Th	11min
5.674435587	11min 4Th	11min
2.253333535	11min 4Th	11min
3.511209805	11min 4Th	11min
2.393462942	11min 4Th	11min
8.843542962	11min 4Th	11min
3.250665812	11min 4Th	11min
11.61275552	11min 4Th	11min
15.33150748	11min 4Th	11min
6.962684863	11min 4Th	11min
3.488314008	11min 4Th	11min
12.84349003	11min 4Th	11min
12.34505188	11min 4Th	11min
3.666715329	11min 4Th	11min
5.562656258	11min 4Th	11min
8.574038207	11min 4Th	11min
2.187468202	11min 4Th	11min
12.38341984	11min 4Th	11min
17.31498184	11min 4Th	11min
10.21406687	11min 4Th	11min
60.60728985	11min 4Th	11min
18.13043566	11min 4Th	11min
6.729155229	11min 4Th	11min
3.745710616	11min 4Th	11min
12.67568216	11min 4Th	11min
64.8582446	11min 4Th	11min
20.21471135	11min 4Th	11min
4.953199052	11min 4Th	11min
5.669355968	11min 4Th	11min
4.550133924	11min 4Th	11min
1.142330053	11min 4Th	11min
3.766140751	11min 4Th	11min
7.079082015	11min 4Th	11min
2.545422134	11min 4Th	11min
16.08391069	11min 4Th	11min
2.954372764	11min 4Th	11min
8.978032407	11min 4Th	11min
4.593307813	11min 4Th	11min
9.469259599	11min 4Th	11min
30.05824578	11min 4Th	11min
8.805515822	11min 4Th	11min
16.29323409	11min 4Th	11min
16.42825371	11min 4Th	11min
4.350478514	11min 4Th	11min
2.242310873	11min 4Th	11min
3.14989715	11min 4Th	11min
60.83295135	11min 4Th	11min
15.87564249	11min 4Th	11min
8.660823365	11min 4Th	11min
12.97544519	11min 4Th	11min
5.744646593	11min 4Th	11min
6.246436883	11min 4Th	11min
16.95929163	11min 4Th	11min
0	11min 4Th	11min
7.789304817	11min 4Th	11min
22.33128099	11min 4Th	11min
6.759983399	11min 4Th	11min
5.802429318	11min 4Th	11min
8.769298953	11min 4Th	11min
21.14844061	11min 4Th	11min
2.182506234	11min 4Th	11min
12.53507606	11min 4Th	11min
14.6307637	11min 4Th	11min
2.943823495	11min 4Th	11min
6.267198154	11min 4Th	11min
5.934701504	11min 4Th	11min
6.906336871	11min 4Th	11min
6.175700967	11min 4Th	11min
16.66639808	11min 4Th	11min
60.089223	11min 4Th	11min
11.44704358	11min 4Th	11min
8.11377244	11min 4Th	11min
2.096377013	11min 4Th	11min
14.11344165	11min 4Th	11min
35.99009753	11min 4Th	11min
10.62232044	11min 4Th	11min
14.26111823	11min 4Th	11min
11.5952549	11min 4Th	11min
6.111910215	11min 4Th	11min
1.724752395	11min 4Th	11min
13.8932938	11min 4Th	11min
6.927718177	11min 4Th	11min
45.0422362	11min 4Th	11min
11.0373099	11min 4Th	11min
34.17225815	11min 4Th	11min
21.22036233	11min 4Th	11min
13.96871415	11min 4Th	11min
18.045881	11min 4Th	11min
7.180030681	11min 4Th	11min
11.7470264	11min 4Th	11min
8.290531329	11min 4Th	11min
11.02032481	11min 4Th	11min
17.96736506	11min 4Th	11min
